Process,Time [s],Voltage [V],Current [A],abs( Voltage ) [V],abs( Current ) [A],Impedance phase,Impedance modulus,Voltage_ce [V],abs( Voltage_ce ) [V],abs( Current_ce ) [A],Impedance_ce phase,Impedance_ce modulus,Frequency [Hz],Sample Height [mm]
1.0,0.1659999936819076,-0.053043458610773,-1.563788885050599e-07,0.0094250282272696,0.0001881244970718,1.0270916223526,50.09995175519579,0.0005031047039665,0.0005534048541449,0.0001270351931452,1.5926578044891355,4.356311353122732,6999983.5,0.83
1.0,0.3240000009536743,-0.0310564655810594,2.3928873105205642e-08,0.0054258285090327,0.0002892209740821,0.4297311902046203,18.760148797133944,0.0005204618792049,0.0013068945845589,0.0002255243598483,1.5256016254425049,5.794915393785848,5358937.0,0.83
1.0,0.4819999933242798,-0.003877299837768,5.8873087738220426e-08,0.0102152843028306,0.0003541230689734,-1.598189115524292,28.846706689976703,0.0005088065518066,0.0021070835646241,0.0002756770118139,1.8799073696136477,7.643305296874324,4102609.0,0.83
1.0,0.6399999856948853,0.0301704369485378,-3.9318912570252e-08,0.0497942641377449,0.0007240370032377,-1.2531087398529053,68.77309297048983,0.0005693469429388,0.0027239450719207,0.0004626112931873,2.3786885738372803,5.888194067103138,3140812.25,0.83
1.0,0.7980000376701355,-0.0071000317111611,-2.735411328558257e-07,0.0683053657412529,0.0005881919059902,-1.442826747894287,116.1276873170471,0.0005332072032615,0.0024196496233344,0.0003633665328379,2.996333360671997,6.65897765662791,2404484.0,0.83
1.0,0.9550000429153442,-0.003658004105091,-8.135598861258586e-09,0.1054578348994255,0.0007517146877944,-1.317477822303772,140.2897091299917,0.0005441916873678,0.0007808585651218,0.0002179918519686,3.113128900527954,3.582053907382009,1840781.125,0.83
1.0,1.1130000352859497,-0.0016076941974461,-8.951913343935304e-08,0.1480425894260406,0.000763059942983,-1.362093806266785,194.0117428354134,0.0005236481665633,0.0006545330979861,0.0002002603578148,-3.092495918273926,3.268410708580216,1409249.875,0.83
1.0,1.2699999809265137,-0.0006354442448355,5.366740385426283e-11,0.2176935672760009,0.0007532710442319,-1.3442034721374512,288.9976575403416,0.0005093096988275,0.0005270909750834,0.0001717963459668,-3.0817911624908447,3.068115169254317,1078859.25,0.83
1.0,1.4270000457763672,-0.0002384027902735,-2.829943355209253e-07,0.2482019364833831,0.0006812647916376,-1.12689208984375,364.3252073642947,0.0005018469528295,0.001688859774731,0.0002876777725759,2.9770872592926025,5.870664805307444,825937.4375,0.83
1.0,1.5839999914169312,0.0002500310947652,6.310038003221052e-08,0.3480411767959595,0.0010366821661591,-1.1093354225158691,335.7260191765734,0.000521887326613,0.0044865347445011,0.0012437168043106,-1.7365326881408691,3.6073603966360666,632312.4375,0.83
