Process,Time [s],Voltage [V],Current [A],abs( Voltage ) [V],abs( Current ) [A],Impedance phase,Impedance modulus,Voltage_ce [V],abs( Voltage_ce ) [V],abs( Current_ce ) [A],Impedance_ce phase,Impedance_ce modulus,Frequency [Hz],Sample Height [mm]
1.0,0.1659999936819076,-0.0536696650087833,-4.488027514071291e-07,0.009382109157741,0.0001927355624502,1.0230685472488403,48.678661262436776,-1.5455256288987584e-05,0.0005189470830373,0.000124310477986,1.6611230373382568,4.174604518018096,6999983.5,0.81
1.0,0.3230000138282776,-0.0320508331060409,-2.301039927488091e-07,0.0049561676569283,0.0002902525884564,0.4128346443176269,17.07536075142061,1.8588250895845704e-05,0.0011194854741916,0.0002160115400329,1.5751309394836426,5.182526239204538,5358937.0,0.81
1.0,0.481000006198883,-0.0051198843866586,-1.964082372296616e-07,0.0099160438403487,0.0003760046674869,-1.6578913927078247,26.372129651001416,2.5883278794935904e-05,0.001636043889448,0.000273481127806,1.9044424295425413,5.982291730962015,4102609.0,0.81
1.0,0.6380000114440918,0.0294546410441398,-4.397407167289202e-07,0.0460906401276588,0.0007215294754132,-1.3488199710845947,63.879081448834775,7.166591967688873e-05,0.0021294089965522,0.0004298362473491,2.348775148391724,4.954000528537326,3140812.25,0.81
1.0,0.7950000166893005,-0.008006109856069,-4.564946607388265e-07,0.0711892172694206,0.0005957218818366,-1.5428645610809326,119.50075939789087,3.94671515095979e-05,0.0013605566928163,0.0002765810640994,2.863144397735596,4.919196826602428,2404484.0,0.81
1.0,0.953000009059906,-0.004656184464693,-3.084238642259152e-07,0.1047029122710228,0.0007466063834726,-1.399901270866394,140.2384369981133,3.309448584332131e-05,0.0004820732283405,0.0001413701829733,3.002660751342773,3.4100063973994548,1840781.125,0.81
1.0,1.1100000143051147,-0.0027031328063458,-3.336932934416837e-07,0.1515737622976303,0.0007615035283379,-1.349073886871338,199.045384108014,1.4898811969032977e-05,0.0006628731498494,0.0002204707852797,-3.080549716949463,3.00662579401777,1409249.875,0.81
1.0,1.2680000066757202,-0.0017922980478033,-2.0293420277539559e-07,0.2176869660615921,0.0007514097378589,-1.3508546352386477,289.70474442063096,2.294850673933979e-05,0.0009492099052295,0.0003427648334763,-2.923369169235229,2.7692744777882217,1078859.25,0.81
1.0,1.4249999523162842,-0.0010317518608644,-2.364043467650845e-07,0.2696648836135864,0.0006359583348967,-1.154396653175354,424.0291679758909,-1.7803084119805135e-05,0.0002401067176833,6.173948349896818e-05,-3.073436975479126,3.889030229535167,825937.4375,0.81
1.0,1.5820000171661377,-0.0006652696174569,-4.33354188089652e-07,0.360973596572876,0.0010414555436,-1.1503615379333496,346.6049019481815,4.417371201270726e-06,0.0034455622080713,0.0014927684096619,-1.9248756170272827,2.308169295230216,632312.4375,0.81
1.0,1.7390000820159912,-0.000791871920228,-2.405176360298356e-07,0.4936622083187103,0.0011029647430405,-1.23528790473938,447.577505476603,1.8420494598103687e-05,0.0033938218839466,0.002424333943054,-1.8411098718643188,1.3998986788392918,484078.09375,0.81
1.0,1.897000074386597,-0.0006481989985331,-3.2846085673554626e-07,0.641645610332489,0.0011308600660413,-1.1595613956451416,567.3961169913899,-1.1058540394515148e-07,0.0034445421770215,0.0052708839066326,-1.6648149490356443,0.6535037079240228,370593.71875,0.81
1.0,2.055000066757202,-0.0005317380419,-3.176371308200032e-07,0.7936853766441345,0.0011912550544366,-1.1663755178451538,666.2598187417465,-1.671308018558193e-05,0.0033070654608309,0.0174951627850532,-2.4282050132751465,0.1890274186906264,283703.09375,0.81
1.0,2.213000059127808,-0.0002813379687722,-2.3056411180277794e-07,0.9198125004768372,0.0011538172839209,-1.1920816898345947,797.1907799396946,-3.054848639294505e-05,0.0028310171328485,0.0103905387222766,2.649437189102173,0.2724610540913506,217203.125,0.81
1.0,2.369999885559082,-0.0006348633323796,7.386470457504403e-08,0.9760686159133912,0.001010050647892,-1.2261528968811035,966.356110904353,-2.3504993805545386e-05,0.0024129056837409,0.0039657298475503,2.116737604141236,0.6084392473762203,166281.25,0.81
1.0,2.5280001163482666,-0.0003781348059419,-3.048128291993635e-07,0.9804053902626038,0.0008260100148618,-1.2662571668624878,1186.9170743972268,-2.9206848921603523e-05,0.0018894954118877,0.0018511721864342,2.211350917816162,1.020702139830285,127296.859375,0.81
1.0,2.684999942779541,-0.000505031668581,-2.711978481784172e-07,0.9648905992507936,0.0006526974611915,-1.307883381843567,1478.3121685340843,-4.211989653413184e-05,0.0014648276846855,0.001101771602407,2.276878118515014,1.3295202757861089,97453.1171875,0.81
1.0,2.8420000076293945,-0.0003866448823828,-6.41754738239797e-08,0.9481930136680604,0.0005083596915937,-1.3449525833129885,1865.2010168141192,-4.866026938543655e-05,0.0011458861408755,0.0007007846725173,2.3639864921569824,1.6351472653637158,74609.375,0.81
1.0,3.0,-0.0004168708692304,-2.521496185181604e-07,0.9357519149780272,0.0003940188616979,-1.3755111694335938,2374.891168776778,-4.614473436959088e-05,0.0009432847145944,0.0004788689257111,2.4411938190460205,1.969818177685401,57109.375,0.81
1.0,3.157000064849853,-0.0005405403207987,-7.387634326505578e-08,0.9275433421134948,0.0003063273907173,-1.4015179872512815,3027.947778164464,-5.1008089940296486e-05,0.0007856221636757,0.0003463979810476,2.511541843414306,2.2679755849030223,43718.74609375,0.81
1.0,3.314000129699707,-0.000177665540832,-1.7384896011662934e-07,0.9221197962760924,0.0002334089222131,-1.4084376096725464,3950.6621577819938,-5.419442823040299e-05,0.0006766986916773,0.0002489650214556,2.608839511871338,2.718047249050281,33468.75,0.81
1.0,3.4720001220703125,-0.0002990291977766,-1.1630103813331517e-07,0.9190598130226136,0.0001812824630178,-1.4181630611419678,5069.766803268292,-4.689938941737637e-05,0.0005741121130995,0.0001875106972875,2.73532509803772,3.061756589914802,25624.99609375,0.81
1.0,3.630000114440918,-0.0005027265870012,-6.848177491747266e-08,0.9173440337181092,0.0001404323120368,-1.422797679901123,6532.2860559135415,-5.51167868252378e-05,0.0004939002683386,0.0001430585980415,2.8633508682250977,3.452433304254986,19625.0,0.81
1.0,3.795000076293945,-0.0003390223137103,-1.2109524050174514e-07,0.9164979457855223,0.0001089970464818,-1.4205700159072876,8408.465874700609,-4.019130574306473e-05,0.0004190888139419,0.0001096123087336,3.061849355697632,3.8233736592516654,15022.91015625,0.81
1.0,4.0,-0.0005594468675553,-4.138803433306748e-08,0.9164645671844482,8.449611777905375e-05,-1.4086732864379885,10846.23283617459,-1.3526681868825108e-05,0.0003272836911492,8.476901712128893e-05,-3.0585622787475586,3.8608881200182137,11516.697265625,0.81
1.0,4.256999969482422,-0.0003728532756213,-6.686519071763541e-08,0.9171630144119264,6.55711701256223e-05,-1.3938827514648438,13987.290643964576,-1.017264094116399e-05,0.0002431944885756,6.623836816288531e-05,-0.0040535926818847,3.6715048290085863,8801.966796875,0.81
1.0,4.584000110626221,-0.0004710342909675,-2.1972192598695986e-07,0.9184837341308594,5.0944443501066417e-05,-1.3684682846069336,18029.12488604636,-2.719439726206474e-05,0.0001930228027049,5.1451861509121954e-05,-3.0474870204925537,3.75152223930176,6740.5849609375,0.81
1.0,5.00600004196167,-0.0005693400744348,-2.291151446343065e-07,0.920790195465088,3.983960777986795e-05,-1.3302645683288574,23112.43124061047,-1.528755274193827e-05,0.0001489276328356,4.027217801194638e-05,-2.9964749813079834,3.6980277746963575,5159.66845703125,0.81
1.0,5.428999900817871,-0.0005582309095188,-6.55812257832622e-08,0.9243589639663696,3.122608541161753e-05,-1.288036584854126,29602.14038300381,-7.321705652429955e-06,0.000127181832795,3.15733122988604e-05,-2.8406178951263428,4.028143502689195,3951.206787109375,0.81
1.0,5.852000236511231,-0.0004193022614344,-5.218269372164741e-09,0.9299585223197936,2.481471528881229e-05,-1.232195258140564,37476.09075890003,1.3149494861863786e-06,0.000103853039036,2.5042652850970622e-05,-2.651644706726074,4.147046227652916,3022.096923828125,0.81
1.0,6.275000095367432,-0.0004589601012412,4.385115204286194e-08,0.9376875758171082,1.9928309484384957e-05,-1.159566879272461,47053.041631646855,1.1209369404241444e-05,7.161439134506509e-05,2.0125084120081738e-05,-2.6818108558654785,3.5584641990939527,2312.779296875,0.81
1.0,6.697999954223633,-0.0003617854963522,-1.6873450192633754e-07,0.9475064873695374,1.6403693734901026e-05,-1.0675556659698486,57761.77626101322,-4.47077081844327e-06,6.224561366252601e-05,1.6523814338142984e-05,-2.4060168266296387,3.767024513150118,1772.8358154296875,0.81
1.0,7.121000289916992,-0.0003701699606608,-1.355991088303199e-07,0.9589173793792723,1.3519612366508229e-05,-0.9755740165710448,70927.87525142162,5.088245416118298e-06,4.525295298662968e-05,1.3626852705783676e-05,-2.4294633865356445,3.3208660843176845,1357.1678466796875,0.81
1.0,7.544000148773193,-0.0004570731834974,-1.2002574933944745e-08,0.9700507521629332,1.1617014024523089e-05,-0.8714193105697632,83502.58940164762,3.914331045962172e-06,5.008238804293797e-05,1.1671251741063315e-05,-1.930742621421814,4.291089692353357,1039.0057373046875,0.81
1.0,7.967000007629394,-0.0004811361723113,-2.424044964755012e-07,0.9798570871353148,1.0217524504696485e-05,-0.7460741400718689,95899.65619215532,1.05385615825071e-05,4.772900501848199e-05,1.0268124242429622e-05,-1.9208751916885376,4.648269137731864,794.2393188476562,0.81
1.0,8.390000343322754,-0.0001135667916969,-1.6618163556358925e-07,0.9872153401374816,9.263920219382271e-06,-0.6440356373786926,106565.6133428263,-8.555471140425652e-05,2.587360722827725e-05,9.26099528442137e-06,-1.451016545295715,2.7938257642568107,609.4149780273438,0.81
1.0,8.812999725341797,-0.000218119341298,-8.606377122077903e-08,0.99269700050354,8.408202120335773e-06,-0.5496852993965149,118062.93263367673,-7.908663064881694e-06,2.7339223379385658e-05,8.395244549319614e-06,-1.1328539848327637,3.2565130436374656,465.7454528808594,0.81
1.0,9.234000205993652,-4.041278953081928e-05,-8.60451407902474e-08,0.9961960911750792,8.070869625953492e-06,-0.4741359055042267,123431.0721575296,-9.95578375295736e-05,2.002106703002937e-05,8.043630259635393e-06,-1.2319775819778442,2.48905859466207,356.4826965332031,0.81
1.0,9.659000396728516,-0.0001109666263801,-1.1858431747668875e-07,0.9983887672424316,7.695663043705281e-06,-0.3795616030693054,129733.95035260418,-9.570069232722744e-05,1.9185454220860265e-05,7.670699233131018e-06,0.0440655350685119,2.501134986233734,273.33795166015625,0.81
1.0,10.083999633789062,-0.0002538358385208,-9.868065120599569e-08,0.9999116659164428,7.392719453491736e-06,-0.3398494124412536,135256.27101190263,-9.59522440098226e-05,2.282952846144326e-05,7.369895229203394e-06,-0.5851806402206421,3.0976734066694305,209.26370239257807,0.81
1.0,10.506999969482422,-0.0003124002832919,-1.4314710483631646e-07,1.0007328987121582,7.325236765609587e-06,-0.3239821493625641,136614.4099819932,-2.6260486265528016e-06,3.133796781185083e-05,7.29647945263423e-06,-0.5106592774391174,4.2949436115436415,160.2567596435547,0.81
1.0,10.937999725341797,-0.0002528296608943,-8.238199455945505e-09,1.0011191368103027,7.0574533310718834e-06,-0.2533859014511108,141852.74628776795,-9.779696847544984e-05,2.750090425251983e-05,7.036687748041004e-06,-0.361708402633667,3.90821722339122,122.6834945678711,0.81
1.0,11.368000030517578,-0.0002070937189273,-8.369700310595364e-08,1.0015233755111694,7.018318683549296e-06,-0.2712025642395019,142701.32501373964,-7.834352436475456e-05,3.1077437597559765e-05,6.985989784880076e-06,-0.1682843267917633,4.448537509290569,93.71041870117188,0.81
1.0,11.782000541687012,-0.0002770189312286,-6.207878300301672e-08,1.001858472824097,6.486535767180612e-06,-0.2525267004966736,154452.007787133,-0.0001255516544915,1.5601704944856465e-05,6.470660082413815e-06,-1.339814066886902,2.411145809877932,71.7684555053711,0.81
1.0,12.206000328063965,-9.159924229606986e-05,-9.197156458640167e-08,1.001897931098938,6.430427220038837e-06,-0.2294673919677734,155805.8114672025,-0.0001168311500805,1.5634357623639517e-05,6.315745849860832e-06,-0.2728848457336426,2.4754570553189725,54.94721221923828,0.81
1.0,12.611000061035156,-0.0003112294361926,1.050711091465928e-07,1.0019328594207764,6.272647169680568e-06,-0.284665584564209,159730.46663037472,-0.0001278156414628,3.121000554529019e-05,6.249427769944305e-06,-0.3155049085617065,4.99405812727208,42.11589431762695,0.81
1.0,13.008999824523926,-0.0002098628319799,-9.424523739198777e-08,1.0018593072891235,6.1863966038799845e-06,-0.3079044222831726,161945.53492751782,-0.0001179212122224,3.008339081134181e-05,6.165254944789922e-06,-0.5395345091819763,4.87950475377574,32.19432830810547,0.81
