Process,Time [s],Voltage [V],Current [A],abs( Voltage ) [V],abs( Current ) [A],Impedance phase,Impedance modulus,Voltage_ce [V],abs( Voltage_ce ) [V],abs( Current_ce ) [A],Impedance_ce phase,Impedance_ce modulus,Frequency [Hz],Sample Height [mm]
1.0,0.1659999936819076,-0.0538409575819969,-2.534372924856143e-07,0.0094369547441601,0.0001950191071955,1.031765341758728,48.38989819955228,1.0717216127886786e-06,0.0005181977758184,0.0001247527688974,1.676072120666504,4.153797790607545,6999983.5,0.73
1.0,0.3240000009536743,-0.0323706530034542,-1.887684533130596e-07,0.0049746576696634,0.0002880752435885,0.450859934091568,17.268605270256483,3.595374073483981e-05,0.0011170452926307,0.000215246604057,1.574779987335205,5.1896070440899225,5358937.0,0.73
1.0,0.4819999933242798,-0.0054974313825368,-1.5050679280648185e-07,0.0099026402458548,0.0003755903453566,-1.6961641311645508,26.36553459981127,4.15717477153521e-05,0.0016363258473575,0.0002746482496149,1.8978973627090452,5.957896508175087,4102609.0,0.73
1.0,0.6399999856948853,0.0292842704802751,-3.608527947562834e-07,0.0464180670678615,0.0007205897709354,-1.3490279912948608,64.41677212209275,7.771152013447136e-05,0.002129846252501,0.0004289346688892,2.3520636558532715,4.9654327499716215,3140812.25,0.73
1.0,0.7980000376701355,-0.0083782486617565,-4.421819141953165e-07,0.0712606236338615,0.0005958443507552,-1.536243557929993,119.59603803164512,4.5345048420131207e-05,0.0013543023960664,0.0002758889459073,2.862957000732422,4.9088679200698095,2404484.0,0.73
1.0,0.9550000429153442,-0.0047717625275254,-3.295017734217254e-07,0.1050335392355918,0.0007462571957148,-1.3967182636260986,140.74710413341776,3.729536183527671e-05,0.0004761151503771,0.0001393899001413,2.9968037605285645,3.415707665291303,1840781.125,0.73
1.0,1.1119999885559082,-0.0031507310923188,-1.0606848377392453e-07,0.1518998742103576,0.000760493800044,-1.3478901386260986,199.73847808036996,1.909969068947248e-05,0.000668256136123,0.0002195236156694,-3.0775532722473145,3.044119577227158,1409249.875,0.73
1.0,1.2690000534057615,-0.0020632382947951,-2.0425741809049214e-07,0.2182362079620361,0.000750990351662,-1.3499149084091189,290.5978851513217,2.0692856196546927e-05,0.0009283313993364,0.0003327865852043,-2.9306581020355225,2.7895697741738568,1078859.25,0.73
1.0,1.4270000457763672,-0.0016217163065448,-8.056663602928894e-08,0.2712843716144562,0.0006377003155648,-1.1631335020065308,425.4104396579359,-5.887911811441882e-06,0.0002357553166802,6.070941162761301e-05,-3.074734926223755,3.8833404963039793,825937.4375,0.73
1.0,1.5850000381469729,-0.0014990930212661,-1.7529572460261988e-07,0.3616515398025512,0.0010384261840954,-1.143800973892212,348.2688951238076,3.8301513995975256e-05,0.0034229084849357,0.0014711428666487,-1.931256651878357,2.326700256334147,632312.4375,0.73
1.0,1.7419999837875366,-0.0010564397089183,-6.863488977160159e-08,0.4934146702289581,0.0010999965015798,-1.2310794591903689,448.56021771004407,3.612139335018583e-05,0.0033676566090434,0.0023892046883702,-1.8505407571792605,1.4095303870095337,484078.09375,0.73
1.0,1.89900004863739,-0.0010272974614053,-1.3866811343632437e-07,0.6412757635116577,0.0011258512968197,-1.1540457010269165,569.5918860004907,1.859652729763184e-05,0.003421890316531,0.0051450398750603,-1.6674227714538574,0.6650852859504698,370593.71875,0.73
1.0,2.056999921798706,-0.0009215683676302,-1.7680233099781617e-07,0.7916520237922668,0.0011849452275782,-1.1602907180786133,668.0916597387343,1.7424739553462132e-06,0.0032744421623647,0.0162455085664987,-2.508579969406128,0.2015598433844802,283703.09375,0.73
1.0,2.21399998664856,-0.0008241826435551,-9.81720944537301e-08,0.9166011810302734,0.0011468562297523,-1.1851143836975098,799.2293691670845,-3.7916822748229606e-06,0.0027902207802981,0.0099687129259109,2.71912169456482,0.2798977963389532,217203.125,0.73
1.0,2.371999979019165,-0.0009608465479686,6.503004357227837e-08,0.9724718332290648,0.0010039226617664,-1.2168103456497192,968.6720603736478,-1.066746062861057e-05,0.0023817408364266,0.0039053508080542,2.151165008544922,0.6098660411030495,166281.25,0.73
1.0,2.5290000438690186,-0.0009398440015502,-1.288103987917566e-07,0.9773088693618774,0.0008216067799367,-1.2545543909072876,1189.5092557989506,-1.880099625850562e-05,0.0018941150046885,0.0018150153337046,2.2103567123413086,1.0435807177575738,127296.859375,0.73
1.0,2.686000108718872,-0.0009510375093668,-2.232464595408601e-07,0.9624722599983216,0.0006498857983388,-1.2928457260131836,1480.9867556092713,-1.7123962607001886e-05,0.0014613518724218,0.0010724292369559,2.3080379962921143,1.3626557557958845,97453.1171875,0.73
1.0,2.844000101089477,-0.0007831824477761,7.92313414876844e-08,0.9462574124336244,0.0005062030977569,-1.325324773788452,1869.3236304293807,-1.4021469723957123e-05,0.00116177869495,0.0006918584113009,2.363150358200073,1.679214527095953,74609.375,0.73
1.0,3.002000093460083,-0.0007348472718149,8.304490961563715e-08,0.9340149164199828,0.0003930838720407,-1.3502658605575562,2376.1211864810234,-1.1841339983220678e-05,0.0009568731184117,0.0004746794875245,2.446431875228882,2.015829930637676,57109.375,0.73
1.0,3.1600000858306885,-0.0007839376339688,4.062553315975492e-08,0.925908863544464,0.0003055821289308,-1.369163990020752,3029.9836799488594,-1.2428295121935662e-05,0.0007978579378686,0.0003419450658839,2.540102005004883,2.3332927346275385,43718.74609375,0.73
1.0,3.318000078201294,-0.0006922546308487,-3.3889573813894465e-08,0.9205653667449952,0.0002334229357074,-1.367308497428894,3943.7656970374487,-3.573887806851417e-05,0.0006848348421044,0.0002473310159984,2.638009786605835,2.7688999672755346,33468.75,0.73
1.0,3.4750001430511475,-0.0008189420914277,-1.1220116391541525e-07,0.9176939129829408,0.0001818957243813,-1.3665615320205688,5045.164838834351,-9.745060197019484e-06,0.0005883335834369,0.0001871316781034,2.7655298709869385,3.143955044915503,25624.99609375,0.73
1.0,3.631999969482422,-0.0009465100010856,-5.5454929537290816e-08,0.9158703088760376,0.0001413585996488,-1.3536317348480225,6479.05618159356,-2.190345730923582e-05,0.0004945738473907,0.0001430414122296,2.917965173721313,3.457557078621989,19625.0,0.73
1.0,3.79800009727478,-0.0007021901546977,-1.6871129560058765e-07,0.9154343008995056,0.0001100454101106,-1.3330156803131104,8318.695890899326,-2.483824209775776e-05,0.000414969807025,0.0001096745036193,0.017429232597351,3.7836488274924505,15022.91015625,0.73
1.0,4.002999782562256,-0.0007862430647946,9.321676763818232e-09,0.915297031402588,8.591081132180989e-05,-1.2972177267074585,10654.037801761797,-5.214466227698722e-07,0.0003291098691988,8.547938341507688e-05,-2.947730779647827,3.8501666255681615,11516.697265625,0.73
1.0,4.259999752044678,-0.0007569817244075,-5.260808677576279e-08,0.9158353805541992,6.772515189368278e-05,-1.2508834600448608,13522.825050166124,-2.282318064317224e-06,0.0002684581559151,6.773363566026092e-05,-2.9673948287963867,3.963439335541892,8801.966796875,0.73
1.0,4.586999893188477,-0.0007371527026407,-1.4344306009661525e-07,0.9172886610031128,5.38374952157028e-05,-1.1891855001449585,17038.10062722916,1.021148455038201e-05,0.0001916585897561,5.371276711230166e-05,-2.822650671005249,3.568212923296244,6740.5849609375,0.73
1.0,5.008999824523926,-0.0009529239032417,1.0827847063410445e-07,0.9196662306785583,4.312727469368838e-05,-1.1109347343444824,21324.468963329844,3.947548975702375e-05,0.0001506149710621,4.310164513299242e-05,-2.750281810760498,3.494413510144172,5159.66845703125,0.73
1.0,5.432000160217285,-0.0008067848393693,-1.1947737732498356e-07,0.9233490824699402,3.556527735781856e-05,-1.0186331272125244,25962.094240970517,1.5577948943246156e-05,0.0001253221125807,3.554533395799808e-05,-2.551719903945923,3.525697992564858,3951.206787109375,0.73
1.0,5.855000019073486,-0.0008488743915222,-3.388085900724036e-08,0.9289814829826356,2.947265784314368e-05,-0.9192346930503844,31520.1122317086,2.1112116883159612e-05,0.0001028583283186,2.9444170650094748e-05,-2.439636707305908,3.493334199866758,3022.096923828125,0.73
1.0,6.277999877929688,-0.0007476753671653,-1.1640304364846089e-07,0.9367749094963074,2.55904105870286e-05,-0.7998865842819214,36606.48219419913,2.7904048693017103e-05,7.915167225291952e-05,2.545512506912928e-05,-2.1576502323150635,3.1094591771977096,2312.779296875,0.73
1.0,6.701000213623047,-0.0008122766739688,-1.1509861508329777e-07,0.9469150304794312,2.276812301715836e-05,-0.6865327954292297,41589.50782924984,4.18233175878413e-05,5.177936327527277e-05,2.262551970488857e-05,-2.121875762939453,2.288538073407661,1772.8358154296875,0.73
1.0,7.124000072479248,-0.0007369849481619,-1.8105295396253498e-07,0.9581251740455629,2.113815389748197e-05,-0.5827895998954773,45326.81419069889,3.201275103492662e-05,4.350367817096412e-05,2.0915891582262706e-05,-1.8202345371246336,2.079934197395464,1357.1678466796875,0.73
1.0,7.546999931335449,-0.0006969081587158,-9.17846492143326e-08,0.9697057604789734,1.961537782335654e-05,-0.4899422228336334,49435.99706370782,1.977050123969093e-05,4.1804927604971454e-05,1.943397001014091e-05,-1.5268027782440186,2.151126485383948,1039.0057373046875,0.73
1.0,7.970000267028809,-0.0008668164373375,-1.578540143043483e-08,0.9794546365737916,1.8873679437092505e-05,-0.4191249012947082,51895.26715436663,2.3208393031382e-05,4.7561210521962494e-05,1.8771594113786705e-05,-1.4753998517990112,2.533679890672225,794.2393188476562,0.73
